2.00	2.00	3.00	3.00	4.00	3.00	3.00	2.00	3.00	3.00	2.00	5.00	5.00	3.00	2.00	4.00	13.00	3.00	3.00
3.00	3.00	3.00	3.00	6.00	6.00	4.00	2.00	4.00	2.00	2.00	6.00	2.00	3.00	2.00	4.00	7.00	2.00	4.00
3.00	3.00	3.00	3.00	2.00	5.00	4.00	2.00	6.00	3.00	3.00	7.00	5.00	3.00	2.00	3.00	7.00	3.00	3.00
3.00	3.00	2.00	4.00	2.00	5.00	6.00	2.00	9.00	2.00	2.00	5.00	5.00	3.00	2.00	3.00	8.00	3.00	3.00
2.00	2.00	3.00	3.00	3.00	4.00	3.00	2.00	9.00	2.00	2.00	5.00	3.00	3.00	2.00	4.00	7.00	2.00	4.00
2.00	2.00	3.00	3.00	5.00	4.00	5.00	2.00	9.00	3.00	2.00	4.00	3.00	3.00	2.00	4.00	7.00	2.00	4.00
3.00	3.00	3.00	4.00	7.00	5.00	3.00	2.00	9.00	3.00	3.00	6.00	3.00	4.00	2.00	4.00	4.00	3.00	3.00
3.00	3.00	3.00	2.00	2.00	5.00	4.00	2.00	2.00	2.00	2.00	4.00	4.00	4.00	2.00	4.00	6.00	3.00	3.00
2.00	3.00	3.00	5.00	2.00	4.00	4.00	2.00	9.00	3.00	2.00	5.00	3.00	4.00	2.00	4.00	7.00	2.00	3.00
2.00	2.00	3.00	2.00	4.00	4.00	3.00	2.00	2.00	2.00	2.00	6.00	3.00	3.00	3.00	4.00	5.00	3.00	3.00
2.00	3.00	3.00	3.00	6.00	3.00	4.00	2.00	8.00	2.00	2.00	5.00	2.00	3.00	3.00	3.00	3.00	3.00	3.00
3.00	3.00	3.00	2.00	3.00	4.00	3.00	2.00	2.00	3.00	2.00	5.00	2.00	3.00	3.00	4.00	2.00	3.00	3.00
3.00	3.00	2.00	5.00	7.00	5.00	5.00	2.00	2.00	3.00	2.00	6.00	4.00	3.00	3.00	4.00	13.00	3.00	3.00
2.00	2.00	6.00	3.00	2.00	3.00	3.00	2.00	2.00	3.00	2.00	4.00	3.00	3.00	3.00	4.00	7.00	2.00	4.00
2.00	3.00	2.00	3.00	4.00	5.00	3.00	2.00	2.00	3.00	3.00	5.00	3.00	3.00	3.00	4.00	7.00	2.00	3.00
3.00	3.00	2.00	4.00	2.00	3.00	3.00	2.00	2.00	2.00	2.00	4.00	4.00	3.00	3.00	4.00	13.00	3.00	3.00
2.00	2.00	3.00	3.00	2.00	4.00	3.00	2.00	9.00	2.00	2.00	6.00	2.00	3.00	3.00	3.00	12.00	3.00	3.00
2.00	2.00	2.00	3.00	3.00	5.00	4.00	2.00	2.00	3.00	2.00	4.00	5.00	4.00	3.00	4.00	12.00	3.00	3.00
3.00	3.00	2.00	4.00	4.00	5.00	5.00	2.00	2.00	3.00	2.00	5.00	3.00	4.00	3.00	4.00	13.00	3.00	3.00
2.00	3.00	3.00	2.00	4.00	2.00	4.00	2.00	3.00	2.00	3.00	4.00	3.00	5.00	3.00	4.00	7.00	2.00	4.00
2.00	3.00	2.00	3.00	4.00	4.00	3.00	2.00	2.00	2.00	2.00	6.00	2.00	5.00	3.00	4.00	7.00	2.00	4.00
2.00	2.00	3.00	3.00	3.00	5.00	4.00	2.00	2.00	2.00	2.00	7.00	6.00	5.00	3.00	3.00	5.00	3.00	3.00
2.00	2.00	4.00	3.00	6.00	5.00	4.00	2.00	2.00	2.00	2.00	6.00	6.00	5.00	3.00	3.00	5.00	3.00	3.00
2.00	2.00	3.00	2.00	3.00	4.00	3.00	2.00	2.00	3.00	2.00	4.00	2.00	4.00	3.00	3.00	2.00	3.00	4.00
2.00	3.00	2.00	4.00	5.00	5.00	5.00	2.00	3.00	2.00	3.00	4.00	7.00	4.00	3.00	3.00	5.00	3.00	3.00
2.00	2.00	3.00	2.00	3.00	5.00	3.00	2.00	3.00	2.00	2.00	5.00	4.00	4.00	3.00	4.00	6.00	3.00	3.00
2.00	2.00	2.00	3.00	3.00	5.00	3.00	2.00	3.00	2.00	3.00	5.00	6.00	4.00	3.00	3.00	5.00	3.00	3.00
3.00	3.00	5.00	2.00	2.00	5.00	2.00	2.00	9.00	2.00	2.00	6.00	3.00	2.00	2.00	4.00	13.00	3.00	4.00
2.00	2.00	3.00	3.00	2.00	4.00	3.00	2.00	3.00	2.00	4.00	5.00	3.00	4.00	3.00	4.00	4.00	3.00	3.00
3.00	3.00	2.00	5.00	6.00	5.00	3.00	2.00	8.00	2.00	2.00	4.00	4.00	4.00	3.00	4.00	13.00	3.00	3.00
2.00	3.00	4.00	4.00	4.00	3.00	4.00	2.00	9.00	3.00	2.00	5.00	3.00	4.00	3.00	4.00	7.00	2.00	4.00
2.00	3.00	3.00	3.00	3.00	4.00	3.00	2.00	3.00	2.00	2.00	6.00	6.00	4.00	3.00	3.00	5.00	3.00	2.00
2.00	2.00	3.00	3.00	3.00	5.00	4.00	2.00	2.00	2.00	3.00	5.00	2.00	4.00	3.00	4.00	13.00	3.00	4.00
2.00	2.00	3.00	3.00	3.00	4.00	4.00	2.00	2.00	3.00	2.00	6.00	6.00	4.00	3.00	3.00	5.00	3.00	3.00
2.00	2.00	3.00	2.00	6.00	5.00	4.00	2.00	4.00	2.00	4.00	5.00	3.00	4.00	3.00	4.00	13.00	3.00	4.00
2.00	2.00	2.00	4.00	3.00	5.00	4.00	2.00	3.00	2.00	2.00	7.00	6.00	4.00	3.00	3.00	5.00	3.00	3.00
2.00	2.00	2.00	3.00	3.00	4.00	4.00	2.00	2.00	2.00	2.00	6.00	3.00	4.00	3.00	4.00	3.00	3.00	4.00
2.00	2.00	3.00	3.00	2.00	3.00	3.00	2.00	2.00	2.00	2.00	6.00	2.00	4.00	3.00	3.00	11.00	3.00	4.00
2.00	2.00	3.00	3.00	3.00	3.00	3.00	2.00	2.00	3.00	3.00	5.00	3.00	2.00	2.00	4.00	4.00	3.00	4.00
2.00	2.00	3.00	3.00	6.00	4.00	3.00	2.00	4.00	3.00	2.00	5.00	3.00	2.00	2.00	4.00	7.00	3.00	3.00
2.00	2.00	3.00	4.00	2.00	5.00	4.00	4.00	9.00	2.00	2.00	5.00	3.00	2.00	2.00	3.00	14.00	3.00	3.00
2.00	2.00	6.00	3.00	6.00	4.00	4.00	2.00	8.00	3.00	2.00	6.00	3.00	2.00	2.00	4.00	4.00	3.00	3.00
2.00	2.00	3.00	2.00	3.00	6.00	3.00	2.00	4.00	3.00	2.00	5.00	3.00	2.00	2.00	4.00	13.00	3.00	4.00
2.00	2.00	3.00	3.00	2.00	3.00	2.00	2.00	9.00	3.00	2.00	3.00	3.00	2.00	2.00	4.00	7.00	2.00	3.00
2.00	2.00	3.00	3.00	2.00	3.00	3.00	2.00	9.00	2.00	2.00	3.00	2.00	2.00	2.00	3.00	4.00	3.00	4.00
2.00	2.00	3.00	2.00	3.00	4.00	3.00	2.00	9.00	2.00	2.00	6.00	4.00	2.00	2.00	4.00	13.00	3.00	3.00
2.00	2.00	3.00	3.00	3.00	3.00	3.00	2.00	2.00	2.00	2.00	5.00	3.00	5.00	3.00	3.00	11.00	3.00	4.00
2.00	2.00	3.00	3.00	6.00	4.00	3.00	2.00	9.00	3.00	3.00	5.00	2.00	5.00	3.00	4.00	7.00	2.00	4.00
2.00	2.00	3.00	2.00	4.00	4.00	3.00	2.00	9.00	3.00	2.00	5.00	3.00	5.00	3.00	4.00	7.00	2.00	4.00
3.00	3.00	2.00	4.00	6.00	2.00	3.00	2.00	2.00	2.00	2.00	6.00	4.00	5.00	3.00	3.00	2.00	3.00	3.00
2.00	2.00	3.00	3.00	3.00	3.00	3.00	2.00	2.00	2.00	2.00	5.00	3.00	5.00	2.00	4.00	3.00	3.00	3.00
2.00	3.00	2.00	4.00	3.00	4.00	6.00	2.00	2.00	2.00	2.00	6.00	2.00	5.00	2.00	4.00	13.00	3.00	3.00
2.00	3.00	3.00	3.00	3.00	4.00	3.00	3.00	2.00	2.00	3.00	4.00	4.00	5.00	2.00	4.00	7.00	2.00	3.00
3.00	3.00	2.00	2.00	3.00	5.00	3.00	2.00	2.00	3.00	3.00	6.00	2.00	5.00	2.00	4.00	7.00	2.00	4.00
2.00	2.00	3.00	3.00	3.00	3.00	3.00	2.00	2.00	2.00	3.00	5.00	2.00	5.00	3.00	3.00	6.00	3.00	3.00
2.00	2.00	3.00	6.00	3.00	4.00	3.00	2.00	9.00	2.00	2.00	4.00	5.00	5.00	3.00	4.00	9.00	3.00	3.00
2.00	3.00	2.00	5.00	2.00	5.00	5.00	2.00	2.00	2.00	2.00	6.00	6.00	5.00	3.00	3.00	5.00	3.00	3.00
2.00	2.00	2.00	4.00	3.00	4.00	5.00	2.00	2.00	2.00	2.00	6.00	6.00	5.00	3.00	3.00	5.00	3.00	3.00
3.00	3.00	2.00	2.00	6.00	5.00	5.00	2.00	4.00	2.00	2.00	6.00	5.00	2.00	2.00	3.00	13.00	3.00	3.00
3.00	3.00	2.00	2.00	2.00	5.00	3.00	2.00	4.00	2.00	2.00	5.00	3.00	2.00	2.00	4.00	13.00	2.00	3.00
3.00	3.00	3.00	3.00	5.00	5.00	5.00	2.00	3.00	2.00	2.00	5.00	3.00	2.00	2.00	4.00	3.00	3.00	4.00
2.00	2.00	3.00	2.00	3.00	4.00	5.00	2.00	2.00	2.00	2.00	6.00	3.00	2.00	2.00	4.00	4.00	2.00	4.00
2.00	2.00	3.00	3.00	3.00	4.00	3.00	2.00	4.00	2.00	2.00	4.00	4.00	2.00	2.00	4.00	7.00	2.00	4.00
3.00	3.00	3.00	3.00	3.00	5.00	2.00	3.00	9.00	2.00	2.00	5.00	4.00	2.00	2.00	4.00	10.00	2.00	3.00
2.00	2.00	3.00	4.00	4.00	5.00	3.00	2.00	4.00	2.00	2.00	6.00	4.00	2.00	2.00	4.00	7.00	2.00	3.00
2.00	2.00	2.00	2.00	3.00	4.00	2.00	2.00	4.00	2.00	3.00	4.00	2.00	2.00	2.00	4.00	4.00	3.00	4.00
2.00	2.00	3.00	2.00	3.00	6.00	6.00	4.00	9.00	3.00	2.00	5.00	2.00	2.00	2.00	4.00	4.00	3.00	3.00
2.00	2.00	3.00	2.00	6.00	3.00	3.00	2.00	9.00	2.00	2.00	6.00	4.00	2.00	2.00	4.00	7.00	2.00	2.00
3.00	3.00	5.00	2.00	2.00	5.00	3.00	2.00	9.00	2.00	2.00	6.00	5.00	2.00	2.00	4.00	13.00	3.00	3.00
2.00	2.00	3.00	3.00	2.00	3.00	4.00	2.00	9.00	3.00	2.00	6.00	4.00	2.00	2.00	4.00	12.00	3.00	3.00
3.00	3.00	2.00	3.00	2.00	5.00	4.00	2.00	9.00	3.00	2.00	5.00	5.00	2.00	2.00	4.00	13.00	2.00	2.00
2.00	2.00	2.00	3.00	4.00	5.00	3.00	2.00	9.00	2.00	3.00	5.00	4.00	2.00	2.00	4.00	13.00	3.00	4.00
3.00	3.00	3.00	2.00	3.00	5.00	3.00	2.00	2.00	3.00	2.00	5.00	3.00	2.00	2.00	4.00	7.00	2.00	4.00
3.00	3.00	2.00	2.00	5.00	5.00	2.00	2.00	9.00	2.00	2.00	5.00	4.00	2.00	2.00	4.00	14.00	3.00	3.00
2.00	2.00	3.00	3.00	5.00	4.00	4.00	2.00	4.00	3.00	2.00	5.00	3.00	2.00	2.00	4.00	13.00	3.00	3.00
2.00	2.00	3.00	4.00	6.00	3.00	3.00	2.00	4.00	3.00	2.00	6.00	4.00	2.00	2.00	3.00	5.00	3.00	4.00
2.00	2.00	3.00	3.00	3.00	5.00	3.00	2.00	6.00	2.00	2.00	6.00	2.00	2.00	2.00	3.00	9.00	3.00	3.00
3.00	3.00	6.00	4.00	6.00	5.00	5.00	2.00	4.00	3.00	2.00	6.00	2.00	2.00	2.00	4.00	4.00	3.00	4.00
2.00	2.00	3.00	2.00	3.00	4.00	2.00	2.00	2.00	2.00	3.00	4.00	2.00	2.00	2.00	4.00	13.00	3.00	4.00
3.00	3.00	4.00	2.00	2.00	5.00	4.00	2.00	9.00	2.00	2.00	6.00	3.00	2.00	2.00	3.00	2.00	3.00	4.00
3.00	3.00	2.00	4.00	2.00	5.00	4.00	2.00	4.00	2.00	2.00	5.00	3.00	2.00	2.00	4.00	13.00	2.00	3.00
2.00	3.00	3.00	3.00	6.00	4.00	4.00	2.00	2.00	2.00	2.00	5.00	3.00	2.00	2.00	3.00	2.00	3.00	4.00
2.00	2.00	2.00	2.00	7.00	4.00	3.00	2.00	9.00	2.00	2.00	6.00	3.00	2.00	2.00	4.00	7.00	2.00	4.00
2.00	3.00	3.00	3.00	4.00	5.00	3.00	2.00	3.00	2.00	2.00	5.00	2.00	2.00	2.00	4.00	11.00	3.00	3.00
2.00	3.00	3.00	3.00	2.00	5.00	3.00	2.00	9.00	3.00	2.00	5.00	2.00	2.00	2.00	4.00	13.00	3.00	3.00
3.00	3.00	2.00	5.00	6.00	5.00	3.00	2.00	9.00	3.00	3.00	6.00	3.00	3.00	2.00	4.00	13.00	3.00	4.00
2.00	2.00	2.00	3.00	6.00	3.00	3.00	2.00	2.00	3.00	2.00	5.00	3.00	3.00	2.00	4.00	2.00	3.00	4.00
3.00	3.00	2.00	3.00	2.00	5.00	4.00	2.00	9.00	2.00	2.00	5.00	4.00	2.00	2.00	4.00	13.00	3.00	3.00
3.00	3.00	2.00	2.00	2.00	5.00	5.00	2.00	6.00	2.00	2.00	4.00	3.00	2.00	2.00	4.00	13.00	3.00	3.00
2.00	3.00	2.00	3.00	2.00	4.00	3.00	3.00	9.00	3.00	3.00	2.00	4.00	3.00	2.00	4.00	9.00	3.00	3.00
2.00	2.00	3.00	3.00	2.00	5.00	4.00	2.00	9.00	2.00	2.00	4.00	4.00	5.00	2.00	3.00	2.00	3.00	4.00
2.00	2.00	3.00	2.00	3.00	5.00	3.00	2.00	3.00	2.00	2.00	5.00	2.00	5.00	2.00	4.00	7.00	2.00	4.00
2.00	2.00	3.00	4.00	2.00	5.00	2.00	2.00	3.00	2.00	2.00	5.00	5.00	5.00	2.00	4.00	7.00	2.00	3.00
2.00	3.00	3.00	4.00	4.00	5.00	3.00	2.00	3.00	3.00	2.00	4.00	4.00	5.00	3.00	4.00	13.00	3.00	3.00
2.00	3.00	3.00	4.00	4.00	5.00	3.00	2.00	3.00	2.00	2.00	4.00	2.00	5.00	3.00	4.00	6.00	3.00	3.00
2.00	3.00	2.00	4.00	5.00	5.00	4.00	2.00	9.00	2.00	2.00	6.00	6.00	5.00	3.00	3.00	5.00	3.00	3.00
3.00	3.00	2.00	4.00	2.00	5.00	4.00	2.00	9.00	2.00	2.00	5.00	5.00	5.00	3.00	4.00	13.00	3.00	3.00
2.00	2.00	3.00	3.00	4.00	3.00	4.00	2.00	2.00	3.00	2.00	6.00	3.00	5.00	3.00	4.00	7.00	2.00	4.00
2.00	2.00	3.00	4.00	6.00	3.00	3.00	2.00	2.00	2.00	3.00	4.00	4.00	5.00	3.00	4.00	6.00	3.00	3.00
2.00	2.00	3.00	4.00	4.00	4.00	5.00	2.00	3.00	2.00	2.00	5.00	7.00	5.00	3.00	4.00	6.00	3.00	3.00
3.00	3.00	3.00	2.00	4.00	5.00	6.00	2.00	3.00	2.00	2.00	5.00	3.00	5.00	3.00	3.00	13.00	3.00	4.00
2.00	2.00	3.00	4.00	3.00	3.00	4.00	2.00	3.00	2.00	2.00	6.00	4.00	5.00	3.00	4.00	7.00	2.00	3.00
2.00	3.00	3.00	4.00	3.00	4.00	5.00	2.00	2.00	3.00	4.00	5.00	5.00	5.00	3.00	4.00	7.00	2.00	3.00
2.00	3.00	3.00	2.00	3.00	4.00	3.00	2.00	9.00	3.00	3.00	4.00	2.00	4.00	3.00	4.00	9.00	3.00	4.00
3.00	3.00	2.00	3.00	2.00	5.00	3.00	2.00	9.00	3.00	2.00	5.00	3.00	4.00	3.00	4.00	13.00	3.00	3.00
2.00	2.00	3.00	3.00	3.00	5.00	3.00	2.00	4.00	3.00	2.00	6.00	6.00	4.00	3.00	3.00	13.00	3.00	3.00
2.00	3.00	3.00	2.00	2.00	5.00	3.00	2.00	3.00	3.00	3.00	5.00	3.00	4.00	3.00	4.00	4.00	3.00	4.00
2.00	3.00	2.00	3.00	5.00	4.00	4.00	2.00	2.00	2.00	4.00	6.00	5.00	5.00	2.00	4.00	7.00	2.00	2.00
3.00	3.00	4.00	2.00	3.00	5.00	4.00	2.00	4.00	2.00	3.00	4.00	3.00	2.00	2.00	4.00	13.00	3.00	3.00
2.00	2.00	3.00	3.00	3.00	3.00	3.00	2.00	9.00	2.00	2.00	5.00	2.00	2.00	2.00	4.00	7.00	2.00	4.00
2.00	3.00	3.00	4.00	2.00	4.00	3.00	2.00	4.00	2.00	2.00	6.00	4.00	2.00	2.00	3.00	13.00	3.00	3.00
2.00	2.00	3.00	3.00	3.00	5.00	4.00	2.00	4.00	3.00	3.00	4.00	3.00	2.00	2.00	4.00	7.00	2.00	4.00
2.00	3.00	5.00	2.00	6.00	5.00	3.00	2.00	6.00	2.00	3.00	4.00	5.00	2.00	2.00	4.00	13.00	3.00	4.00
3.00	3.00	2.00	5.00	2.00	4.00	3.00	2.00	4.00	2.00	2.00	6.00	3.00	2.00	2.00	4.00	7.00	2.00	4.00
2.00	3.00	3.00	3.00	5.00	4.00	4.00	2.00	9.00	3.00	2.00	6.00	3.00	2.00	2.00	4.00	7.00	2.00	4.00
3.00	3.00	2.00	5.00	2.00	5.00	3.00	2.00	4.00	2.00	4.00	6.00	3.00	2.00	2.00	4.00	13.00	3.00	3.00
3.00	2.00	2.00	2.00	2.00	5.00	3.00	2.00	4.00	2.00	2.00	5.00	4.00	2.00	2.00	4.00	9.00	3.00	3.00
3.00	3.00	2.00	2.00	2.00	5.00	4.00	2.00	4.00	3.00	3.00	5.00	3.00	2.00	2.00	4.00	14.00	3.00	3.00
2.00	2.00	3.00	3.00	3.00	4.00	4.00	2.00	9.00	3.00	2.00	6.00	4.00	2.00	2.00	4.00	13.00	2.00	3.00
3.00	3.00	3.00	3.00	7.00	5.00	5.00	2.00	9.00	2.00	4.00	6.00	4.00	2.00	2.00	4.00	7.00	2.00	3.00
2.00	2.00	2.00	3.00	2.00	5.00	4.00	2.00	9.00	3.00	2.00	5.00	4.00	2.00	2.00	4.00	13.00	3.00	3.00
3.00	3.00	3.00	3.00	5.00	5.00	3.00	2.00	9.00	2.00	3.00	6.00	5.00	2.00	2.00	4.00	2.00	3.00	3.00
2.00	2.00	3.00	2.00	6.00	3.00	3.00	2.00	2.00	2.00	2.00	5.00	3.00	2.00	2.00	4.00	10.00	3.00	4.00
3.00	3.00	3.00	3.00	6.00	5.00	4.00	2.00	9.00	3.00	2.00	5.00	4.00	2.00	2.00	4.00	13.00	2.00	2.00
2.00	2.00	2.00	3.00	4.00	3.00	3.00	2.00	2.00	2.00	3.00	3.00	4.00	2.00	2.00	4.00	13.00	3.00	3.00
3.00	3.00	2.00	3.00	6.00	5.00	4.00	2.00	9.00	3.00	3.00	4.00	3.00	2.00	2.00	4.00	4.00	3.00	4.00
2.00	2.00	2.00	2.00	6.00	5.00	5.00	2.00	3.00	2.00	2.00	5.00	3.00	2.00	2.00	4.00	3.00	2.00	3.00
2.00	2.00	3.00	4.00	6.00	5.00	3.00	2.00	2.00	2.00	2.00	5.00	3.00	2.00	2.00	4.00	7.00	2.00	4.00
2.00	2.00	2.00	3.00	3.00	5.00	3.00	2.00	5.00	2.00	2.00	4.00	3.00	2.00	2.00	4.00	4.00	3.00	4.00
2.00	3.00	2.00	2.00	3.00	5.00	4.00	2.00	3.00	2.00	2.00	6.00	2.00	2.00	2.00	3.00	4.00	3.00	4.00
2.00	2.00	2.00	2.00	6.00	4.00	3.00	2.00	2.00	2.00	2.00	6.00	2.00	2.00	2.00	4.00	11.00	3.00	4.00
3.00	3.00	2.00	4.00	6.00	5.00	4.00	2.00	9.00	3.00	2.00	5.00	5.00	2.00	2.00	4.00	7.00	2.00	3.00
2.00	2.00	2.00	3.00	6.00	5.00	4.00	2.00	9.00	3.00	2.00	6.00	3.00	2.00	2.00	4.00	14.00	2.00	3.00
2.00	3.00	2.00	3.00	2.00	5.00	3.00	2.00	9.00	3.00	2.00	5.00	4.00	2.00	2.00	4.00	7.00	2.00	4.00
2.00	3.00	2.00	2.00	7.00	5.00	3.00	2.00	9.00	2.00	2.00	5.00	4.00	2.00	2.00	4.00	9.00	3.00	4.00
3.00	3.00	2.00	2.00	5.00	5.00	2.00	2.00	4.00	3.00	2.00	6.00	3.00	2.00	2.00	4.00	14.00	3.00	3.00
2.00	3.00	2.00	3.00	4.00	2.00	3.00	2.00	3.00	3.00	2.00	3.00	4.00	3.00	3.00	4.00	9.00	2.00	4.00
2.00	3.00	2.00	4.00	5.00	5.00	2.00	2.00	2.00	2.00	2.00	5.00	3.00	3.00	2.00	4.00	3.00	3.00	4.00
2.00	2.00	3.00	3.00	2.00	5.00	5.00	2.00	9.00	2.00	2.00	4.00	3.00	2.00	2.00	4.00	4.00	3.00	4.00
2.00	2.00	3.00	3.00	6.00	6.00	3.00	2.00	2.00	3.00	2.00	3.00	3.00	4.00	2.00	4.00	9.00	3.00	4.00
3.00	3.00	4.00	2.00	2.00	4.00	3.00	2.00	9.00	2.00	3.00	5.00	3.00	4.00	2.00	4.00	5.00	3.00	3.00
3.00	3.00	4.00	3.00	2.00	4.00	6.00	2.00	3.00	3.00	2.00	6.00	7.00	3.00	3.00	3.00	5.00	3.00	2.00
2.00	2.00	3.00	2.00	6.00	4.00	4.00	2.00	4.00	3.00	2.00	5.00	5.00	3.00	3.00	4.00	14.00	3.00	3.00
